DATE,FNIT,FNIT_peak,ITFN,ITFN_peak
2020-03-22 17:30:00,1.1176929737e+09,1.1176929737e+09,4.1346461809e+08,4.1346461809e+08
2020-03-22 17:35:00,1.6311284097e+09,1.6311284097e+09,7.8587898033e+08,7.8587898033e+08
2020-03-22 17:40:00,1.9373348988e+09,1.9373348988e+09,5.0036868661e+08,5.0036868661e+08
2020-03-22 17:45:00,1.3185887615e+09,1.3185887615e+09,5.1521135007e+08,5.1521135007e+08
2020-03-22 17:50:00,1.0934373170e+09,1.0934373170e+09,3.1064906478e+08,3.1064906478e+08
2020-03-22 17:55:00,1.4036625889e+09,1.4036625889e+09,3.7548455683e+08,3.7548455683e+08
2020-03-22 18:00:00,1.7265479632e+09,1.7265479632e+09,4.2176598975e+08,4.2176598975e+08
2020-03-22 18:05:00,1.8075046681e+09,1.8075046681e+09,6.2853186770e+08,6.2853186770e+08
2020-03-22 18:10:00,1.5344253264e+09,1.5344253264e+09,9.6511544110e+08,9.6511544110e+08
2020-03-22 18:15:00,1.2307927663e+09,1.2307927663e+09,9.4728150753e+08,9.4728150753e+08
2020-03-22 18:20:00,1.0569325423e+09,1.0569325423e+09,9.9476574331e+08,9.9476574331e+08
2020-03-22 18:25:00,8.6863909587e+08,8.6863909587e+08,3.0465753837e+08,3.0465753837e+08
2020-03-22 18:30:00,1.0929901844e+09,1.0929901844e+09,3.1299888428e+08,3.1299888428e+08
2020-03-22 18:35:00,8.8351721043e+08,8.8351721043e+08,5.1028213173e+08,5.1028213173e+08
2020-03-22 18:40:00,1.0681225936e+09,1.0681225936e+09,1.7799494552e+09,1.7799494552e+09
2020-03-22 18:45:00,9.7493074161e+08,9.7493074161e+08,2.8741295074e+09,2.8741295074e+09
2020-03-22 18:50:00,8.2616065775e+08,8.2616065775e+08,2.2729962447e+09,2.2729962447e+09
2020-03-22 18:55:00,9.8078734467e+08,9.8078734467e+08,2.2358396012e+09,2.2358396012e+09
2020-03-22 19:00:00,1.1718236271e+09,1.1718236271e+09,2.4324575506e+09,2.4324575506e+09
2020-03-22 19:05:00,1.0326267451e+09,1.0326267451e+09,2.4194798569e+09,2.4194798569e+09
2020-03-22 19:10:00,1.1225299201e+09,1.1225299201e+09,2.7563447337e+09,2.7563447337e+09
2020-03-22 19:15:00,1.1091319047e+09,1.1091319047e+09,2.8001120269e+09,2.8001120269e+09
2020-03-22 19:20:00,1.1820030024e+09,1.1820030024e+09,2.6670973019e+09,2.6670973019e+09
2020-03-22 19:25:00,1.0232571601e+09,1.0232571601e+09,3.3270138049e+09,3.3270138049e+09
2020-03-22 19:30:00,1.2854452709e+09,1.2854452709e+09,2.9998211929e+09,2.9998211929e+09
2020-03-22 19:35:00,1.7095008931e+09,1.7095008931e+09,3.7476713352e+09,3.7476713352e+09
2020-03-22 19:40:00,1.0504874095e+09,1.0504874095e+09,5.4546251619e+09,5.4546251619e+09
